pid,ppid,name,exe,username,status,create_time,cpu_percent,memory_rss,num_threads,num_fds,cmdline_len,is_system_path,is_temp_path,platform,exe_sha256
419,1,systemd-udevd,/usr/lib/systemd/systemd-udevd,root,sleeping,1780306710.38,0.0,14426112,1,-1,30,1,0,linux,20c0a5245808b23461ff8056a90277fcdef5f342649b8a3e743f7f2e4bc548c3
421,2,psimon,,root,sleeping,1780306710.44,0.0,0,1,-1,0,0,0,linux,
480,2,kworker/R-asus_wireless_workqueue,,root,idle,1780306710.61,0.0,0,1,-1,0,0,0,linux,
500,2,irq/154-ELAN1203:00,,root,sleeping,1780306710.71,0.0,0,1,-1,0,0,0,linux,
506,2,kworker/R-cfg80211,,root,idle,1780306710.8,0.0,0,1,-1,0,0,0,linux,
515,2,kworker/R-zswap-shrink,,root,idle,1780306710.83,0.0,0,1,-1,0,0,0,linux,
521,2,irq/155-mei_me,,root,sleeping,1780306711.01,0.0,0,1,-1,0,0,0,linux,
528,2,irq/156-iwlwifi:default_queue,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
529,2,irq/157-iwlwifi:queue_1,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
530,2,irq/158-iwlwifi:queue_2,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
531,2,irq/159-iwlwifi:queue_3,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
532,2,irq/160-iwlwifi:queue_4,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
533,2,irq/161-iwlwifi:queue_5,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
534,2,irq/162-iwlwifi:queue_6,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
535,2,irq/163-iwlwifi:queue_7,,root,sleeping,1780306711.07,0.0,0,1,-1,0,0,0,linux,
